alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-1.0522985458374023,-0.04873572289943695,1.9886902570724487,184.41404724121094,-29.70782470703125,170.18002319335938,0.5334641337394714,28.940168380737305,27.206878662109375,39.72087097167969,27.210113525390625,0.12567137900623493,3,se3_log_map,0.6304128170013428,1.7508878707885742,-1.054282784461975,-0.62412428855896,246.49339294433594,165.4454345703125,14.67773151397705
-1.0526597499847412,-0.05222959816455841,1.9911575317382812,185.05690002441406,-30.561599731445312,169.93157958984375,0.5410276055335999,30.898550033569336,27.255041122436523,41.2014274597168,27.2585506439209,0.12932215898763388,3,se3_log_map,0.6340429186820984,1.751070261001587,-1.0574270486831665,-0.6199756860733032,247.65472412109375,164.2054901123047,14.54032039642334
-1.0538986921310425,-0.05374802649021149,1.996753215789795,184.96014404296875,-32.34748077392578,170.80374145507812,0.5429403185844421,33.70071029663086,28.9755859375,44.444602966308594,28.97992515563965,0.13092152698663995,3,se3_log_map,0.6278497576713562,1.754587173461914,-1.0619596242904663,-0.6168859004974365,249.11105346679688,163.6116943359375,15.925246238708496
-1.0549900531768799,-0.05661214888095856,2.001143455505371,185.16098022460938,-33.786460876464844,170.96405029296875,0.5484842658042908,36.34961700439453,29.917163848876953,47.07792663574219,29.922136306762695,0.1331598669930827,3,se3_log_map,0.627642035484314,1.7564268112182617,-1.0663901567459106,-0.6129278540611267,250.38778686523438,162.40863037109375,16.53417205810547
-1.056452989578247,-0.060577042400836945,2.004831075668335,185.72462463378906,-34.987709045410156,170.79010009765625,0.5558175444602966,39.03615188598633,30.39581298828125,49.47450256347656,30.401351928710938,0.1324657869990915,3,se3_log_map,0.6257340908050537,1.7569202184677124,-1.071323275566101,-0.6084390878677368,251.76947021484375,160.92770385742188,16.537708282470703
-1.0587470531463623,-0.06461260467767715,2.0090465545654297,186.41542053222656,-36.275535583496094,170.8218536376953,0.5608571171760559,42.04853439331055,31.077861785888672,52.28683090209961,31.084184646606445,0.13314577299752273,3,se3_log_map,0.6260141134262085,1.7574517726898193,-1.0772985219955444,-0.6041427850723267,253.43565368652344,159.59494018554688,16.510465621948242
-1.0620715618133545,-0.06736335903406143,2.014554738998413,186.9598846435547,-37.773284912109375,171.60952758789062,0.5646496415138245,45.353843688964844,32.48414611816406,55.78701400756836,32.49183654785156,0.12345279799774289,3,se3_log_map,0.6236140131950378,1.7592873573303223,-1.0842585563659668,-0.6011072397232056,255.41177368164062,159.02841186523438,16.965883255004883
-1.0646414756774902,-0.07122355699539185,2.017606496810913,188.13099670410156,-38.70136260986328,171.56405639648438,0.5651769638061523,47.897274017333984,32.825435638427734,58.065982818603516,32.833919525146484,0.12398538400884718,3,se3_log_map,0.6178509593009949,1.758745789527893,-1.0898295640945435,-0.5976196527481079,257.2425231933594,157.936767578125,16.36094093322754
-1.0675759315490723,-0.07460605353116989,2.021510124206543,188.7388458251953,-39.936279296875,172.2383575439453,0.5661903023719788,50.70439910888672,34.02890396118164,61.06473922729492,34.03874588012695,0.12417099400772713,3,se3_log_map,0.616185188293457,1.7590038776397705,-1.0959179401397705,-0.5944109559059143,259.0682373046875,157.3174285888672,16.682348251342773
-1.0708736181259155,-0.07745755463838577,2.025996685028076,189.1641082763672,-41.28052520751953,173.21365356445312,0.5691585540771484,53.65015411376953,35.56427001953125,64.36735534667969,35.57595443725586,0.12371084399637766,3,se3_log_map,0.6136406660079956,1.75985586643219,-1.102376103401184,-0.5916455388069153,260.9298095703125,156.97056579589844,17.292665481567383
-1.0745713710784912,-0.07912584394216537,2.0315423011779785,189.12110900878906,-43.000701904296875,174.8391571044922,0.5668715238571167,56.76244354248047,37.89288330078125,68.2484130859375,37.90718460083008,0.12500079901656136,3,se3_log_map,0.617314338684082,1.7620344161987305,-1.109189510345459,-0.5897478461265564,262.856201171875,157.1208953857422,18.757164001464844
-1.0765681266784668,-0.0821022316813469,2.0344414710998535,189.39927673339844,-44.25676727294922,175.71749877929688,0.5654582977294922,58.95093536376953,39.3471794128418,70.87604522705078,39.363162994384766,0.1241070420073811,3,se3_log_map,0.6142784357070923,1.7620195150375366,-1.1137117147445679,-0.5867564678192139,264.4223327636719,156.66940307617188,19.636123657226562
-1.077840805053711,-0.08584131300449371,2.0358054637908936,190.19590759277344,-45.237342834472656,176.18923950195312,0.5694944858551025,60.65058898925781,40.2650260925293,72.79949188232422,40.282127380371094,0.12489375300356187,3,se3_log_map,0.616706907749176,1.7606112957000732,-1.1171448230743408,-0.5832949280738831,266.0768737792969,155.93426513671875,19.937355041503906
-1.0766074657440186,-0.09116236120462418,2.033611297607422,191.1988525390625,-45.48963928222656,175.51168823242188,0.5686264038085938,61.13643264770508,39.903038024902344,73.00627136230469,39.919532775878906,0.12518386598094366,3,se3_log_map,0.611223578453064,1.7564761638641357,-1.1172233819961548,-0.5784494280815125,266.89898681640625,154.32455444335938,19.453754425048828
-1.0762114524841309,-0.09490251541137695,2.032662868499756,191.71580505371094,-46.16270446777344,175.7813720703125,0.5626073479652405,61.838905334472656,40.534759521484375,73.93995666503906,40.551639556884766,0.12629030700190924,3,se3_log_map,0.6117197871208191,1.7538554668426514,-1.1180003881454468,-0.5750563144683838,267.9299621582031,153.53587341308594,19.98018455505371
